id,en,fr,it,de,es
"-1033247103","Boltspark Imp","Lutin Étincelle","Boltspark Imp","Potzblitz Kobold","Diablillo Chispeante"
"-1305828285","BRAMBLELURK goblins would try and catch them in the summer, thinking them fireflies. This is the main reason for the decline in BRAMBLELURK population in the summer.","En été, les Gobelins des RONCIERS essaient de les attraper, les confondant avec des lucioles. C'est la principale cause de mortalité de la population des RONCIERS en été.","I goblin BRAMBLELURK tentavano sempre di catturarli in estate, scambiandoli per lucciole. Questo è il motivo principale del calo della popolazione dei BRAMBLELURK in estate.","BARMBLELURK Goblins verwechseln sie mit Glühwürmchen und haben daher oft angeschmorte Finger. Einer der Gründe warum die Schlange vor dem Krankenzelt im Goblinlager so lang ist.","En verano, los duendes ACECHAZARZA intentan atraparlos pensando que son luciérnagas. Este es el principal motivo del declive de la población de ACECHAZARZA en verano."
"-49166995","Pesky bolt-throwing imp!","Saletés de lutins lanceurs d'éclairs !","Fastidiosi imp che lanciano dardi scintillanti!","Das diese Kobolde aber auch immer so geladen sind!","¡Malditos diablillos lanza rayos!"
"342736967","Boltspark Demon","Démon Étincelle","Boltspark Demon","Potzblitz Dämon","Demonio Chispeante"
"-886348895","Sure they are considered to be on the bad side, but for all the good reasons.","On dit d'eux qu'ils sont mauvais... pour de bonnes raisons.","Sono considerati maligni, ma per tante buone ragioni.","Natürlich gehören diese Kerle zu den Bösen - aus gutem Grunde.","Claro que se consideran que están en el lado malo, pero por todos los motivos correctos."
"640702676","Boltspark Taskmaster","Tyran Étincelle","Boltspark Taskmaster","Potzblitz Zuchtmeister","Capataz Chispeante"
"1589543365","They are caught in the middle of  the petty bickering of ROTSLOPS and RUNTLINGS","Ils sont embringués dans les petites chicaneries entre les POURRIS et les AVORTONS.","Sono stati catturati durante i piccoli battibecchi di ROTSLOP e RUNTLING","Sie sind irgendwie zwischen die Fronten der Zankereien der ROTSLOPS und der MICKERLINGE geraten.","Se ven atrapados en medio de la mezquina disputa entre los BAZOFIAPODRIDA y los RUNTLINGS."
"2005267179","Vetrix","Vetrix","Vetrix","Vertrix","Vetrix"
"1562695941","When he was younger, he would take rides on BROM's ferry boat, watching him shuttle the recently departed around.","Plus jeune, il naviguait parfois sur le bateau de BROM, le regardant transporter les morts tout neufs.","Quando era più giovane, viaggiava spesso sul traghetto di BROM, guardandolo traghettare la gente appena morta.","Als er jünger war, fuhr er häufig auf BROMS Fähre mit und sah ihm zu, wie er die Seelen der gerade Verschiedenen hin- und herschiffte.","Cuando era más joven , se daba paseos en el ferry de BROM, observando cómo trasladaba a los recién llegados."
"778769030","Vertrix","Vertrix","Vertrix","Vetrix","Vertrix"
"1662180565","When BROM didn't show up for work one day, he took of the job of ferrying the lost souls.","Quand un jour BROM ne s'est pas présenté à son travail, il s'est mis à transporter les âmes perdues.","Quando BROM non si presentò al lavoro per un giorno, assunse il compito di traghettare le anime perdute.","An einem Tag, an dem BROM verhindert war, übernahm Vetrix sogar die Beförderung der verlorenen Seelen.","Cuando BROM no vino un día a trabajar, él aceptó el trabajo de trasladar a las almas perdidas."
"-2076346156","He and BROM have gone separate ways now, but he often wonders what ever became of his old friend.","Lui et BROM suivent des chemins différents maintenant, mais il se demande souvent ce que son vieil ami est devenu.","Ora lui e BROM hanno preso strade separate, ma spesso si chiede cosa ne è stato del suo vecchio amico.","Er und BROM gehen inzwischen eigene Wege, doch Vetrix fragt sich oft, was aus seinem alten Freund geworden ist.","Ahora él y BROM siguen caminos diferentes, pero a menudo se pregunta qué le pasó a su viejo amigo."
"1201249029","Labyrinth Ox","Bovin du Labyrinthe","Labyrinth Ox","Labyrinth Ochse","Buey del Laberinto"
"1535876209","Once got lost in his own maze. Just don't ever bring that up.","Il s'est perdu dans son propre labyrinthe. N'évoquez jamais ce sujet !","Una volta si è perso nel suo stesso labirinto. Ma è meglio non toccare mai l'argomento.","Hat sich ständig in seinem eigenen Labyrinth verlaufen. Aber lass ihn nicht wissen, dass Du das weißt.","Una vez se perdió en su propio laberinto. Pero no lo menciones nunca."
"712267861","Ferocious brutes who charge into targets, lowering their power.","Brutes féroces qui chargent leurs cibles et font diminuer leur puissance.","Feroci bruti che si scagliano contro i bersagli, diminuendone i poteri.","Wüste Brutalos. Ihr Sturmangriff nimmt ihren Gegnern die Kraft.","Bestias feroces que cargan contra sus objetivos, reduciendo su poder."
"-1216432762","Labyrinth Bull","Taureau du Labyrinthe","Labyrinth Bull","Labyrinth Bulle","Toro del Laberinto"
"-55387934","Staunch vegetarian, to almost militant levels.","Maître en art d'arrêter les végétariens.","Vegetariano convinto, a livelli quasi militanti.","Eiserner Vegetarier - fast schon übertrieben.","Vegetariano acérrimo, casi hasta niveles de militante."
"895424879","Labyrinth Minotaur","Minotaure du Labyrinthe","Labyrinth Minotaur","Labyrinth Minotaurus","Minotauro del Laberinto"
"-1564608701","Once gored a Knight just for having loud squeaky armor.","A une fois trucidé un chevalier seulement parce que son armure grinçait.","Una volta ha incornato un cavaliere solo perché aveva un'armatura che cigolava rumorosamente.","Hat schon mal einen Ritter aufgespießt, weil seine Rüstung gequietscht hat.","En una ocasión hizo trizas a un caballero solo porque su armadura hacía ruido."
"1111462253","Torgo Arena Champ","Champion des Arènes de Torge","Torgo Arena Champ","Torgo Arena Champion","Campeón de la arena de Torgo"
"-2131148103","Bovus El Doro","Bovus El Doro","Bovus El Doro","Bovus El Doro","Bovus El Doro"
"-642913096","He battles not for fame. Retreats without fear of disgrace. His only thought is the protection of his tribe.","Il ne se bat pas pour la gloire. Peut reculer sans crainte de disgrâce. Son seul souci est de protéger sa tribu.","Non combatte per la fama. Batte in ritirata senza paura del disonore. Il suo unico pensiero è la protezione della tribù.","Dieser Bulle kämpft nicht um des Ruhmes willen. Er tritt den Rückzug ohne Angst vor einer Blamage an. Sein einziges Bestreben ist der Schutz seiner Sippe.","No lucha por la fama. Se retira sin miedo ni deshonra. Lo único que le preocupa es proteger a su tribu."
"-333910781","Onyx Ox","Onyx","Onyx Ox","Onyx Ochse","Buey de Ónix"
"1714351965","Onyx Bull","Taureau Onyx","Onyx Bull","Onyx Bulle","Toro de Ónix"
"-186661104","Onyx Minotaur","Minotaure Onyx","Onyx Minotaur","Onyx Minotaurus","Minotauro de Ónix"
"-553629727","Merciless Argor","Argor Sanspitié","Merciless Argor","Argor der Gnadenlose","Argor el Despiadado"
"-1968931638","This ferocious brute can regain some health every turn.","Cette brute épaisse récupère des vies à chaque tour.","Questo feroce bruto è in grado di riacquisire un po' di salute a ogni turno.","Grausamer Brutalo, der sein Leben in jeder Runde etwas regenerieren kann.","Esta bestia feroz puede recuperar un poco de vida con cada turno."
"1595275674","Hellish Ox","Bœuf de l'enfer","Hellish Ox","Höllen Ochse","Buey Diabólico"
"-697454950","The environment dictates the thickness of their fur, in their case,  it's short and close to the skin.","L'habitat détermine l'épaisseur d'un pelage. Ses poils sont à ras de la peau.","L'ambiente determina lo spessore della pelliccia che nel loro caso è corta e rada.","Seine Umgebung bestimmt die Beschaffenheit seines Fells. In diesem Falle wächst es kurz und nah an der Haut.","El entorno dicta el grosor de su pelaje, en este caso, es corto y cercano a la piel."
"-887524052","Hellish Bull","Taureau de l'enfer","Hellish Bull","Höllen Bulle","Toro Diabólico"
"-834870021","The Hellish Tribe's rage knows no bounds. Their lives are made up of one battle after the next. ","La fureur de la tribu de l'enfer n'a pas de limite. Ils ne terminent une bataille que pour en commencer une autre. ","La rabbia della tribù infernale non conosce limiti. Le loro vite sono segnate da una battaglia dopo l'altra. ","Die Wut der Höllenviecher kennt keine Grenzen. Ihr Leben besteht aus einem Kampf nach dem anderen. ","La ira de la tribu diabólica no conoce límites. Sus vidas transcurren batalla tras batalla. "
"1386487517","Hellish Minotaur","Minotaure de l'enfer","Hellish Minotaur","Höllen Minotaurus","Minotauro Diabólico"
"1909609526","To settle an argument, will bash heads until one (or both) are unconscious.","Pour conclure une dispute, il tapera les têtes les unes contre les autres jusqu'à ce qu'il y ait au moins une perte de connaissance.","Per risolvere una lite, batte le teste fino a quando una (o entrambe) restano prive di sensi.","Sie lösen ihre Streitigkeiten, indem sie sich die Köpfe einrennen, bis einer (oder gleich beide) bewusstlos sind.","Para acabar con una discusión, se golpearán las cabezas hasta que uno (o ambos) pierda el conocimiento."
"-436602615","Bloodtusk","Dent de sang","Bloodtusk","Bane Bluthauer","Colmillosangriento"
"-1669473403","The younger of the BLOODTUSK siblings. Surprisingly, there isnt much rivalry between him and BANE.","Le plus jeune de la fratrie des DENTS DE SANG. Étonnamment, il n'y a pas de rivalité entre lui et FLÉAU.","Il più giovane dei fratelli BLOODTUSK. Sorprendentemente, non c'è molta rivalità tra lui e BANE.","Der Jüngste der BLUTHAUERgeschwister. Überraschenderweise gibt es kaum Rivalität zwischen ihm und BULLGOR.","El más joven de los hermanos COLMILLOSANGRIENTO. Sorprendentemente, no hay mucha rivalidad entre él y FLAGELO."
"803971492","Headstrong beasts who can burn a melee attacker.","Les bêtes Fortetête peuvent calciner un attaquant au corps à corps.","Bestie testarde che possono ustionare un attaccante ravvicinato.","Eigensinnige Biester, die Nahangreifer verbrennen können.","Bestias cabezotas que pueden quemar a un atacante cuerpo a cuerpo."
"824088670","In case you couldn't tell, BLOODTUSKs are trained to fight from a very young age.","Au cas où vous ne l'auriez pas compris, les DENTS DE SANG sont entraînés au combat dès leur plus jeune âge.","Se non fosse chiaro, i BLOODTUSK vengono addestrati per combattere già dalla tenera età.","Falls Du es noch nicht weißt: Die BUTHAUERgeschwister wurden schon in jungen Jahren auf den Kampf abgerichtet.","Por si no te habías dado cuenta, los COLMILLOSANGRIENTO se entrenan para luchar desde una edad muy temprana."
"-1040952641","Crushing your enemies from dawn until dusk, this is what it means to be a BLOODTUSK.","Les vrais DENTS DE SANG écrabouillent des ennemis du soir au matin et du matin au soir.","Sconfiggere i nemici dall'alba al tramonto, questo è il significato dell'essere un BLOODTUSK.","Ein BLUTHAUER zu sein, heißt von Sonnenauf- bis Sonnenuntergang auf Gegner einzuschlagen.","Aplastar a tus enemigos desde el amanecer hasta el atardecer, esto es lo que significa ser un COLMILLOSANGRIENTO."
"-482340631","Hunkar","Hunkar","Hunkar","Hunkar Bluthauer","Hunkar"
"1571287217","The elder of the BLOODTUSK siblings. She and her brother BULLGOR get into many fights, but never with each other.","L'aînée de la fratrie des DENTS DE SANG. Elle et son frère MALGORE se battent souvent, mais jamais l'un contre l'autre.","Il più anziano dei fratelli BLOODTUSK. Lei e suo fratello BULLGOR partecipano a molti combattimenti, ma mai fra di loro.","Der Älteste der BLUTHAUERgeschwister. Sie und ihr Bruder BULLGOR geraten ständig in Streit - nicht miteinander, sondern mit anderen.","La mayor de los hermanos COLMILLOSANGRIENTO. Ella y su hermano BULLGOR participan en muchas peleas, pero nunca entre sí."
"-97444252","Headstrong beasts who can do extra damage to dark and fire targets.","Bêtes Fortetête pouvant provoquer des dégâts supplémentaires aux cibles des Ténèbres ou de feu.","Bestie testarde che possono infliggere danni extra ai bersagli di fuoco e oscurità.","Eigensinnige Biester, die Schatten- und Feuergegnern besonders viel Schaden zufügen können.","Bestias cabezotas que pueden causar daños adicionales a los objetivos oscuros y de fuego."
"2077663305","The BLOODTUSK family has a long and storied history which is far too long and storied to tell in this small space.","La famille DENT DE SANG possède une histoire longue et romanesque qui est bien trop longue et romanesque pour être racontée ici.","La famiglia BLOODTUSK ha alle spalle una storia talmente lunga e leggendaria che è impossibile raccontarla in questo piccolo spazio.","Die Buthauer-Familie hat eine lange und geschichtsträchtige Vergangenheit, die viel zu lang und geschichtsträchtig für den begrenzten Platz in diesem Spiel ist.","La familia COLMILLOSANGRIENTO cuenta con un largo historial demasiado largo y con una trama demasiado extensa como para explicarlo en este pequeño espacio."
"902153127","A BLOODTUSK knows neither fear nor sympathy.","Un DENT DE SANG ne connait ni la peur, ni la compassion.","Un BLOODTUSK non conosce paura e compassione.","Ein BLUTHAUER kennt weder Angst noch Sympathie.","Un COLMILLOSANGRIENTO no conoce el miedo ni la compasión."
"-1658115","Cragspire Ox","Bœuf de pic rocheux","Cragspire Ox","Bergochse","Buey Puntapeñasco"
"1877073793","Their thick coats of fur gleam in the sunlight on their mountain top homes.","Leurs épaisses fourrures brillent au soleil de leurs maisons du haut des montagnes.","Le loro coltri di pelliccia spessa brillano alla luce del sole sulle loro dimore in cima alla montagna.","Das dicke Fell dieser Bergspitzenbewohner glänzt im Sonnenlicht.","Su densa pelambrera brilla a la luz del sol en sus hogares en lo alto de la montaña."
"1672505293","Cragspire Bull","Taureau de pic rocheux","Cragspire Bull","Bergbulle","Toro Puntapeñasco"
"1488611875","Their strong legs and rough hooves suit them well climbing around their mountainous region.","Leurs longues jambes et leurs sabots solides sont bien adaptés à l'escalade dans leurs montagnes.","Forti gambe e zoccoli ruvidi si adattano bene alle arrampicate intorno alla loro regione montuosa.","Mit ihren kräftigen Beinen und den rauen Hufen können sie sich geschickt in ihrer Bergheimat bewegen.","Sus fuertes patas y duras pezuñas son perfectas para desplazarse por su región montañosa."
"1762436164","Cragspire Minotaur","Minotaure de pic rocheux","Cragspire Minotaur","Bergminotaurus","Minotauro Puntapeñasco"
"207150224","Of all the Minotaur Tribes, they are the most distant and aloof, living in the high mountains.","De tous les Minotaures, c'est le plus distant et solitaire, du haut de ses montagnes.","Di tutte le Minotaur Tribe, sono le più remote e solitarie, dimorando nelle alte montagne.","Sie leben von allen Minotauren-Völkern am abgeschiedensten. Ihre Heimat ist das Hochgebirge.","De todas las tribus de minotauros, son los más distantes y apartados; viven en las altas montañas."
"-1873981460","Icethorn Squire","Écuyer pic de glace","Icethorn Squire","Eisdorn Knappen","Escudero Espinahielo"
"2046673898","IGOROK loves these guys. Hard candy shell but chewy on the inside!","IGOROC les adore. Durs à l'extérieur mais moelleux à l'intérieur.","IGOROK ama questi ragazzi. Duri all'esterno, ma dal grande cuore!","IGOROK liebt diese Burschen. Außen harte Lutschbonbonschale, innen weicher Kern!","IGOROK los adora. ¡Un exterior de caramelo duro pero con un interior blando!"
"858776679","Their armor reduces the effectiveness of physical damage. Typical.","Leur armure diminue l'effet des dégâts physiques. Caractéristique !","La loro armatura riduce l'efficacia dei danni fisici. Tipico.","Aber ihre Rüstung schützt sie vor physischem Schaden. So ein Mist aber auch!","Su armadura reduce la eficacia del daño físico. Normal."
"1471316776","Icethorn Knight","Chevalier pic de glace","Icethorn Knight","Eisdorn Ritter","Caballero Espinahielo"
"1367733146","Swift as the northern wind, steady like a glacier.","Rapide comme le vent d'hiver, solide comme un glacier.","Veloce come il vento del Nord, solido come un ghiacciaio.","Schnell wie der Nordwind, beständig wie ein Gletscher.","Rápido como el viento del Norte, firme como un glaciar."
"-1373974426","Icethorn Lord","Seigneur pic de glace","Icethorn Lord","Eisdorn Lord","Señor Espinahielo"
"-478365326","A great leader leads by example, not by an iron fist.","Un grand seigneur gouverne par l'exemple, pas avec une poigne de fer.","Un grande leader guida con l'ispirazione, non con il pugno di ferro.","Ein guter Anführer geht mit gutem Beispiel voran, statt mit eiserner Faust zu regieren.","Un buen líder da ejemplo, no usa un puño de hierro."
"-1605541842","Sir Adam","Sir Adam","Sir Adam","Sir Adam","Sir Adam"
"-1410615370","His armor hides his identity.","Son armure dissimule qui il est vraiment.","La sua armatura nasconde la sua identità.","Er verbirgt seine Identität hinter seiner Rüstung.","Su armadura oculta su identidad."
"-1841868275","Sir William","Sir William","Sir William","Sir William","Sir William"
"819538127","A great leader leads by example, and fights for those who cannot. -Selwyn the Enduring","Un grand seigneur gouverne par l'exemple et se bat pour les plus faibles. - Selwyn l'Endurant","Un grande leader guida ispirando e combatte per coloro che non possono farlo. -Selwyn the Enduring","Ein großer Anführer geht mit gutem Beispiel voran und kämpft für die Schwachen. - Selwyn der Duldsame","Un buen líder da ejemplo y lucha por aquellos que no pueden luchar. -Selwyn the Enduring"
"1480636896","Gladespring Squire","Écuyer clairière de printemps","Gladespring Squire","Lichtquell Knappe","Escudero Manantialclaro"
"-410658135","Strong shield, stronger heart.","Bouclier solide, cœur encore plus.","Il suo cuore è più forte del suo scudo.","Hartes Schutzschild, gutes Herz.","Escudo fuerte, corazón aún más fuerte."
"-2119644334","Using Taunt, they protect allies with their own person. Chivalry!","En utilisant la raillerie, ils protègent leurs alliés de leur propre corps. Ah ! L'esprit chevaleresque !","Utilizzando Taunt, proteggono gli alleati con il loro stesso corpo. Cavalleria!","Spott ist ihre Waffe. Sie schützen ihre Verbündeten mit dem eigenen Körper. Sehr ritterlich!","Con Mofa, protege a los aliados con su propio cuerpo. ¡Caballería!"
"-257365516","Gladespring Knight","Chevalier clairière de printemps","Gladespring Knight","Lichtquell Ritter","Caballero Manantialclaro"
"-1411396144","Nothing can shake or move these steadfast champions.","Rien ne peut toucher ces champions inébranlables.","Nulla può scuotere o smuovere questi campioni incrollabili.","Nichts kann diese standhaften Kämpfer erschüttern oder bewegen.","Nada afecta ni conmueve a estos campeones inalterables."
"2006440244","Gladespring Lord","Seigneur clairière de printemps","Gladespring Lord","Lichtquell Lord","Señor Manantialclaro"
"1711676019","A hero for justice and destroyer of villainy.","Un défenseur de la justice et destructeur du mal.","Un eroe per la giustizia e distruttore della malvagità.","Ein Held der Gerechtigkeit und Zerstörer des Bösen.","Un héroe para la justicia y un destructor de la maldad."
"1447320279","Jord the Twisted","Jord le Tordu","Jord the Twisted","Jord der Unredliche","Jord el Perverso"
"-1039433591","Beg, borrow or steal? I'll stick with what works, the third option.","Mendier, emprunter ou voler ? Il va garder ce qui marche : la troisième option.","Elemosinare, prendere in prestito o rubare? Scelgo sempre la più efficace, ovvero la terza opzione.","Betteln, leihen oder stehlen? Ich praktiziere das, was funktioniert: Die dritte Option.","¿Pedir, tomar prestado o robar? Yo optaré por lo que funciona, es decir, la tercera opción."
"1548583236","His ability to heal himself whilst dealing damage makes for an arduous battle.","Sa compétence à se soigner lui-même tout en infligeant des dégâts fait de lui un adversaire ardu.","La sua capacità di guarire se stesso mentre infligge danni dà vita a un'ardua battaglia.","Seine Fähigkeit, sich selbst zu heilen und auszuteilen garantiert einen langwierigen Kampf.","Su habilidad para curarse al mismo tiempo que sufre daños lo convierte en un adversario complicado."
"823833728","Marauder Lord","Seigneur Maraudeur","Marauder Lord","Lord Marodeur","Señor Saqueador"
"1976418474","Blackrose Squire","Écuyer de la rose noire","Blackrose Squire","Schwarzrosen Knappe","Escudero Rosanegra"
"133468369","Some say the greatest battles are won without a fight. Rubbish.","Certains affirment que les plus grandes batailles se gagnent sans combattre. De la blague !","Alcuni dicono che le più grandi battaglie si vincono senza combattere. Idiozie.","Einige behaupten, die besten Schlachten werden ohne Kampf gewonnen. Schwachsinn!","Algunos dicen que las mayores batallas se ganan sin luchar. Tonterías."
"-481780350","Blackrose Knight","Chevalier de la rose noire","Blackrose Knight","Schwarzrosen Ritter","Caballero Rosanegra"
"969342291","They feel that chaos breeds opportunity, and lately, opportunity has been at every turn.","Ils pensent que le chaos engendre les bonnes occasions. Dernièrement, il y a eu beaucoup de bonnes occasions.","Credono che il caos crei opportunità e di recente le opportunità non sono mancate.","Das Chaos birgt gute Gelegenheiten und in letzter Zeit hatten sie in jedem Kampf gute Gelegenheiten.","Creen que el caos alimenta la oportunidad y, últimamente, la oportunidad se ha presentado en cada esquina."
"-1015921229","Blackrose Lord","Seigneur de la rose noire","Blackrose Lord","Schwarzrosen Lord","Señor Rosanegra"
"1773835654","Renowned for his collection of battle trophies. That's just gross.","Connu pour sa collection de trophées de batailles. C'est dégoutant.","Rinomato per la sua collezione di trofei di battaglia. È semplicemente nauseabondo.","Seine Kriegstrophäensammlung ist legendär ... Und abstoßend.","Conocido por su colección de trofeos de batallas. Es asqueroso."
"-1775907200","Captain Dedric","Captain Dedric","Capitano Dedric","Käpt'n Dedric","Capitán Dedric"
"-1407216016","Promises, much like the bones of my enemies, are made to be broken.","Les promesses, tout comme les os de mes ennemis, sont là pour être brisées.","Le promesse, come le ossa dei miei nemici, sono fatte per essere infrante.","Versprechen - genau wie die Knochen meiner Feinde - sind dazu da, um sie zu brechen.","Las promesas, como los huesos de los enemigos, están para romperlas."
"1162422690","This knight is especially gallant against demons and beasts.","Ce chevalier est particulièrement courageux contre les Démons et les Bêtes.","Questo cavaliere è particolarmentevaloroso contro demoni e bestie.","Dieser Ritter ist besonders furchtlos im Kampf gegen Dämonen und Tiere.","Este caballero es especialmente gallardo contra demonios y bestias."
"1797452790","Silly words and ceremonies do not make a Knight! Battle is what christened me!","Ce ne sont pas les discours et les cérémonies qui font un chevalier ! C'est le combat qui m'a construit !","Le parole e le cerimonie stupide non fanno un cavaliere! La battaglia è ciò che mi ha battezzato!","Geschwafel und Rituale machen keinen Ritter! Der Kampf hat mich aus der Taufe gehoben!","¡Las ceremonias y las palabras sin sentido no son lo que convierten a alguien en caballero! ¡Yo me estrené en la batalla!"
"-1624356331","Chivalry can only take you so far. But villainy on the other hand. That is a round trip.","La chevalerie peut vous mener loin. Mais la méchanceté au contraire... ... vous en fera revenir.","La cavalleria non ti porterà lontano. Ma la malvagità lo farà. Quello è un viaggio di andata e ritorno.","Mit Ritterlichkeit kommst Du nicht weit. Boshaftigkeit dagegen ist die große Tour. Einmal hin- und zurück.","La caballería solo te ayudará hasta cierto punto. En cambio, la maldad... Es un viaje de ida y vuelta."
"1324277151","Bonfire Squire","Écuyer Brasier","Bonfire Squire","Leuchtfeuer Knappe","Escudero hoguera"
"-270616664","They are hand and picked for their fiery spirit and rage.","Ils sont sélectionnés sur leur férocité et leur rage.","Sono accuratamente selezionati per il loro spirito ardente e la loro furia.","Sind bekannt für ihren feurigen Geist und ihre Wut.","Son escogidos a dedo por su espíritu fogoso y su ira."
"-1674346185","Bonfire Squire enjoy breaking Armor instead of fortifying it.","Les écuyers Brasier adorent casser les armures plutôt que de les renforcer.","I Bonfire Squire si divertono a spaccare le armature anziché rinforzarle.","Leuchtfeuer Knappen lieben es Rüstungen zu zerstören.","Al escudero hoguera le gusta romper la armadura en lugar de reforzarla."
"-561879172","Bonfire Knight","Chevalier Brasier","Bonfire Knight","Leuchtfeuer Ritter","Caballero Hoguera"
"-1746210062","Unleashes fury upon those that stand in their way.","Déchaîne le chaos sur ceux qui se mettent en travers de son chemin.","Scatena la furia contro coloro che ostacolano il loro cammino.","Gehen voller Wut auf Feinde los, die sich Ihnen in den Weg stellen.","Libera la furia contra aquellos que se entrometen en su camino."
"-1270701351","Bonfire Lord","Seigneur Brasier","Bonfire Lord","Leuchtfeuer Lord","Señor Hoguera"
"1879489587","A very imposing figure who fights with the elements of fire in his soul.","Un personnage très imposant qui combat les éléments de feu en son âme.","Una figura molto imponente che combatte con gli elementi di fuoco nella sua anima.","Ein sehr imposanter Kämpfer, der Feuer als Kampfmittel einsetzt.","Una figura imponente que lucha con los elementos del fuego en el alma."
"-2065788096","General Raza","Général Raza","Generale Raza","General Raza","General Raza"
"-1509481283","A veteran warrior of many hard fought battles. He has many stories to tell, to any that will listen.","Un guerrier vétéran qui a connu nombre de durs combats. Il a beaucoup d'histoires à raconter, à ceux qui l'écoutent.","Un guerriero veterano di molte battaglie combattute strenuamente. Ha molte storie da raccontare, a chiunque le vorrà ascoltare.","Ein alter Veteran, der schon viele harte Schlachten geschlagen hat. Kann viele Geschichten erzählen. Aber will man die hören?","Un guerrero veterano que ha luchado en muchas batallas complicadas. Tiene muchas historias que contar, a quien quiera escucharle."
"711843974","Though his face remains obscured, his passion for eliminating demons is known.","Son visage est peu connu, contrairement à sa passion à éliminer les démons.","Anche se il suo volto resta oscurato, la sua passione per lo sterminio dei demoni è ben nota.","Obwohl er sein wahres Gesicht nicht zeigt, ist eins unverkennbar: Er liebt es, Dämonen zu eliminieren.","Aunque su cara permanece oculta, es famoso por su pasión para acabar con los demonios."
"-354506265","Lionheart Squire","Écuyer Cœur de Lion","Lionheart Squire","Löwenherz Knappen","Escudero Lionheart"
"-1468438815","A brave and devoted instrument of vengeance. Dedicated to what is right.","Un courageux et dévoué instrument de vengeance. Dévoué à ce qui est juste.","Coraggioso e devoto strumento di vendetta. Devoto alla giustizia.","Mutige und ergebene Instrumente der Rache. Haben sich Recht und Ordnung verschrieben.","Un valiente y devoto instrumento de venganza. Dedicado a lo correcto."
"968308198","Lionheart Knight","Chevaliers Cœur de Lion","Lionheart Knight","Löwenherz Ritter","Caballero Lionheart"
"-789951296","Bold champions, defending those that cannot stand up to evil themselves.","Courageux champions, ils défendent ceux qui ne peuvent se battre contre le mal.","Campioni coraggiosi che difendono coloro che non possono opporsi alla malvagità.","Wagemutige Streiter, die all die verteidigen, die sich selbst nicht gegen das Böse auflehnen können.","Atrevidos campeones que defienden a aquellos que no pueden defenderse solos del mal."
"1243631389","Lionheart Lord","Seigneur Cœur de Lion","Lionheart Lord","Löwenherz Lord","Señor Lionheart"
"-1289178381","Renowned for treating his men as if they were his own sons.","Célèbre pour traiter ses hommes comme ses propres fils.","Rinomato per trattare i suoi uomini come figli.","Behandelt seine Männer, als wären sie seine eigenen Söhne.","Famoso por tratar a sus hombres como si fueran hijos suyos."
"1803793263","Leoric the Brave","Léoric le Brave","Leoric the Brave","Leoric, der Kühne","Leoric el Valiente"
"613811998","Feeling his role is the protection of those that cannot fight for themselves, he will fight tirelessly against oppression and tyranny.","Tout dévoué à sa mission de protéger les plus faibles, il se battra sans relâche contre l'oppression et la tyrannie.","Sentendo che il suo ruolo è la difesa di coloro che non possono combattere, combatte instancabilmente contro l'oppressione e la tirannia.","Er fühlt sich zum Schutz der Schwachen berufen und kämpft unermüdlich gegen Unterdrückung und Tyrannei.","Considera que su papel es proteger a aquellos que no pueden luchar por sí mismos, por lo que luchará incansable contra la opresión y la tiranía."
"-1221624875","This knight is especially gallant against demons and undead.","Ce chevalier est particulièrement courageux contre les démons et les morts-vivants.","Questo cavaliere è particolarmente valoroso contro demoni e morti viventi.","Ist besonders furchtlos im Kampf gegen Dämonen und Untote.","Este caballero es especialmente gallardo contra demonios y no muertos."
"-283729284","If your fight is with the weak and the innocent, then your fight is with me!","Si vos ennemis sont faibles et innocents, alors c'est avec moi que vous vous battrez !","Se lotti con i deboli e gli innocenti, allora lotti contro di me!","Kämpfst Du für die Schwachen und Unschuldigen, dann kämpfe ich an Deiner Seite.","Si tu lucha es con los débiles y los inocentes, ¡entonces tendrás que luchar conmigo!"
"-2105222518","Not one to lead from behind, he is always the first into battle and the last to leave the field.","Pas du genre à rester en arrière, il est toujours le premier au combat et le dernier à y rester.","Non essendo il tipo da restare nelle retrovie, è sempre il primo a scendere in battaglia e l'ultimo a lasciare il campo.","Keine Führerpersönlichkeit, sondern ein Mann der Tat, der als Erster aufs Schlachtfeld zieht und es als Letzter verlässt.","No tiene a nadie que lo dirija desde atrás, siempre es el primero en entrar en la batalla y el último en abandonar el campo de batalla."
"-1437545584","Major Bradox","Major Bradox","Maggiore Bradox","Major Bradox","Mayor Bradox"
"1576425922","Training with his childhood friend, THAROS, they both have quickly risen in the ranks.","Dans sa jeunesse, il s'entrainait avec son jeune ami THAROS et ils se sont rapidement distingués.","Dopo l'addestramento con il suo amico di infanzia, THAROS, sono rapidamente saliti di rango.","Wurde zusammen mit seinem Sandkastenfreund THAROS ausgebildet. Beide wurden schnell befördert.","Entrenando con su amigo de la infancia, THAROS, ambos han ascendido rápidamente de rango."
"-397406311","An undead knight so cold-blooded that his every hit has a chance to chill.","Un chevalier mort-vivant dont le sang-froid est tel que chaque coup qu'il porte peut refroidir.","Un cavaliere morto vivente ha il sangue tanto freddo che ogni suo colpo può raggelare.","Untoter Ritter, der so kaltblütig ist, dass seine Gegner buchstäblich erstarren.","Un caballero no muerto con tanta sangre fría que todos sus golpes pueden congelarte."
